-82.788050	0.095279
-130.757630	0.142824
-142.183781	0.117728
-103.821099	0.127661
25.800347	0.144456
-32.247126	0.103252
-24.543345	0.108326
-69.397688	0.103481
-53.201139	0.265712
48.263967	0.188289
18.300712	0.130260
26.706994	0.146362
-6.942868	0.133556
2.414465	0.083863
45.431435	0.120957
75.548351	0.196023
-24.882197	0.127539
48.842490	0.155766
37.276745	0.098501
-76.550961	0.130518
57.474315	0.129836
71.090758	0.163825
36.107779	0.139000
58.262408	0.111019
-49.274445	0.188169
-4.047811	0.143119
12.058079	0.125809
-76.574802	0.252188
-25.517583	0.269479
-50.474167	0.232673
-42.425036	0.239029
-67.755342	0.190625
-63.164532	0.108279
-29.838622	0.165751
391.293705	0.107821
-60.142994	0.137036
165.520012	0.092377
54.294825	0.100865
48.738182	0.094040
