271.376073	0.140103
217.655480	0.277164
212.829232	0.179339
249.357700	0.149947
384.052455	0.130789
328.856170	0.336782
335.870147	0.115907
293.806791	0.132011
309.881926	0.131366
406.927705	0.451434
385.510206	0.276994
388.091207	0.118262
362.563491	0.154146
369.020998	0.086102
414.365053	0.184037
444.360912	0.187024
-390.753686	0.343430
410.537064	0.119908
406.830728	0.106529
-440.404654	0.168495
420.228958	0.138152
433.966100	0.127802
401.161969	0.159794
421.396315	0.119683
-57.506323	0.207332
-16.500175	0.252964
9.341419	0.171882
-98.190546	0.194022
-25.571644	0.188274
-76.466322	0.408631
-60.939729	0.200018
-84.245145	0.197695
-78.392684	0.119287
-38.761795	0.121731
434.205353	0.108688
-76.235831	0.122428
171.929598	0.107522
54.101169	0.084300
11.285663	0.124572
