-1500.000000	-200.000000	-5000.000000	2.774742	0.044787	-8.480985	0.008547	-0.469841	0.010257	0.000000	73.961377	0.096494
1500.000000	-200.000000	-5000.000000	2.843452	0.053774	-8.939081	0.016531	-0.393116	0.015127	0.000000	74.172199	0.123400
4500.000000	-200.000000	-5000.000000	2.846160	0.052963	-9.306567	0.013860	-0.329960	0.011572	0.000000	74.204266	0.108398
7500.000000	-200.000000	-5000.000000	2.834369	0.057627	-9.782588	0.010933	-0.261584	0.010355	0.000000	74.208200	0.124360
10500.000000	-200.000000	-5000.000000	2.900329	0.050270	-10.191543	0.012071	-0.153834	0.012721	0.000000	74.133694	0.142792
13500.000000	-200.000000	-5000.000000	2.929348	0.064424	-10.578125	0.010501	-0.039266	0.009327	0.000000	74.063063	0.248179
16500.000000	-200.000000	-5000.000000	2.971897	0.050920	-10.924082	0.015975	0.069419	0.008922	0.000000	74.241698	0.155446
19500.000000	-200.000000	-5000.000000	2.992233	0.056238	-11.312108	0.009110	0.197977	0.010654	0.000000	74.158549	0.090314
16500.000000	-200.000000	-5000.000000	2.984744	0.051378	-10.913943	0.010602	0.028814	0.010912	0.000000	74.367404	0.108564
13500.000000	-200.000000	-5000.000000	2.882576	0.047720	-10.536715	0.011132	-0.105080	0.009954	0.000000	74.237049	0.123468
10500.000000	-200.000000	-5000.000000	2.903730	0.064844	-10.130902	0.006454	-0.186828	0.011533	0.000000	74.188352	0.160254
7500.000000	-200.000000	-5000.000000	2.869750	0.052344	-9.710949	0.007182	-0.288550	0.014652	0.000000	74.242532	0.125933
4500.000000	-200.000000	-5000.000000	2.844370	0.055233	-9.290800	0.011473	-0.349207	0.011625	0.000000	74.320555	0.147267
1500.000000	-200.000000	-5000.000000	2.877619	0.047301	-8.888279	0.010036	-0.390271	0.014064	0.000000	74.401677	0.210443
-1500.000000	-200.000000	-5000.000000	2.875458	0.038243	-8.469849	0.010338	-0.440785	0.011959	0.000000	74.363410	0.113331
1500.000000	-200.000000	-5000.000000	2.879943	0.059613	-8.886377	0.010327	-0.387242	0.011531	0.000000	74.293971	0.114873
4500.000000	-200.000000	-5000.000000	2.888609	0.049967	-9.352959	0.019515	-0.328366	0.012861	0.000000	74.426234	0.125080
7500.000000	-200.000000	-5000.000000	2.815498	0.054451	-9.711913	0.009367	-0.272052	0.009874	0.000000	74.064374	0.117437
10500.000000	-200.000000	-5000.000000	2.861585	0.052406	-10.117964	0.012949	-0.174115	0.014076	0.000000	74.202001	0.162436
13500.000000	-200.000000	-5000.000000	2.856390	0.084735	-10.515594	0.014126	-0.062051	0.016122	0.000000	74.137926	0.182947
16500.000000	-200.000000	-5000.000000	3.018010	0.077256	-10.895739	0.008452	0.073838	0.009584	0.000000	74.230731	0.113787
19500.000000	-200.000000	-5000.000000	2.958784	0.061511	-11.274974	0.011147	0.185602	0.013471	0.000000	74.130833	0.174554
16500.000000	-200.000000	-5000.000000	2.959151	0.039380	-10.934141	0.013136	0.029386	0.010625	0.000000	74.195325	0.062833
13500.000000	-200.000000	-5000.000000	2.855393	0.095209	-10.541430	0.010864	-0.121652	0.012997	0.000000	74.194729	0.126247
10500.000000	-200.000000	-5000.000000	2.898477	0.042114	-10.122420	0.008515	-0.207164	0.014335	0.000000	74.182689	0.154043
7500.000000	-200.000000	-5000.000000	2.846106	0.058882	-9.753131	0.015782	-0.290277	0.013735	0.000000	74.127495	0.091888
4500.000000	-200.000000	-5000.000000	2.781397	0.063791	-9.362802	0.014330	-0.373853	0.018520	0.000000	73.963046	0.127787
1500.000000	-200.000000	-5000.000000	2.811100	0.070763	-8.931446	0.015397	-0.407799	0.017110	0.000000	74.221194	0.209241
-1500.000000	-200.000000	-5000.000000	2.823955	0.066719	-8.489993	0.011883	-0.468202	0.011449	0.000000	74.208558	0.166689
