% Model:              B017metglasflux_noLead.mph
% Version:            COMSOL 5.5.0.306
% Date:               Apr 8 2022, 12:25
% Dimension:          1
% Nodes:              13
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         0.00418935879991523
0.02462672972672893       0.0029214151883816893
0.04925345945345786       0.001308161746026738
0.07757566916022914       -0.0016082091390300166
0.10589787886700042       -0.006923264007627949
0.14063098335274346       -0.001610586684093647
0.17536408783848653       -0.0028916026963545036
0.2125276867876824        -3.369983994958676E-4
0.24969128573687827       -0.03741346601563029
0.2883297162026082        0.005002146678392824
0.3269681466683382        -0.01152139746549651
0.3663588989779588        -0.004154903378010786
0.4                       -0.03506202926822918
