% Model:              B017metglasflux_noLead.mph
% Version:            COMSOL 5.5.0.306
% Date:               Apr 8 2022, 12:23
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         156.18229271813917
0.025190352110459842      156.18885163276343
0.050380704220919684      156.1932387884887
0.07557105633137963       156.22033211423994
0.10076140844183959       156.24916264421185
0.1259517605522995        156.28151173959404
0.15114211266275943       156.32141916910368
0.17601978661376153       156.37171096856565
0.20089746056476368       156.4254376786635
0.2258438251284791        156.4868055120166
0.25079018969219447       156.55253315869552
0.27829704463439814       156.63782760986732
0.3058038995766018        156.74009568673497
0.33848753461225917       156.84777308409696
0.37117116964791663       156.9721686256412
0.4                       157.1009952524396
