% Model:              B017metglasflux_noLead.mph
% Version:            COMSOL 5.5.0.306
% Date:               Apr 8 2022, 12:26
% Dimension:          1
% Nodes:              16
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         0.0038505443460606437
0.025190352110459842      -6.64489812254713E-4
0.050380704220919684      -0.0012694553179102511
0.07557105633137963       -6.161164297930483E-4
0.10076140844183959       6.699463350016203E-5
0.1259517605522995        3.08808068321252E-4
0.15114211266275943       -0.0023790007233604436
0.17601978661376153       -0.0016215104146315303
0.20089746056476368       0.003565963703561639
0.2258438251284791        5.522009255358299E-4
0.25079018969219447       -0.004046132834974094
0.27829704463439814       -7.305186417263555E-4
0.3058038995766018        -0.001173245435672583
0.33848753461225917       -0.0012254379417675834
0.37117116964791663       0.002906081967244226
0.4                       0.00612265081299454
